program_string,module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color,render_filepath
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,red,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/115.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,red,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/116.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/117.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/118.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/119.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/120.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/121.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/122.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/123.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/124.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,green,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/125.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/126.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/127.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/128.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/129.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/130.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/131.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/132.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/133.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,triangle,blue,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/134.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/135.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/136.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/137.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/138.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/139.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/140.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/141.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/142.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,red,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/143.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/144.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/145.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/146.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/147.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/148.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/149.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/150.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/151.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,green,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/152.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/153.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/154.png
