mode,domain,dim,var,trial_idx,oddball_idx,n_tiles,avg_edit_distance,distances_json
dim_balanced,regular_polygons,3,2,10,5,6,108.400000,"[115.0, 48.0, 94.0, 115.0, 170.0]"
dim_balanced,regular_polygons,3,2,11,2,6,807.400000,"[893.0, 881.0, 881.0, 691.0, 691.0]"
dim_balanced,regular_polygons,3,2,12,2,6,457.000000,"[721.0, 59.0, 59.0, 725.0, 721.0]"
dim_balanced,regular_polygons,3,2,13,1,6,1081.000000,"[1291.0, 1054.0, 1003.0, 1003.0, 1054.0]"
dim_balanced,regular_polygons,3,2,14,6,6,150.400000,"[148.0, 145.0, 163.0, 148.0, 148.0]"
dim_balanced,regular_polygons,3,2,15,4,6,163.000000,"[164.0, 177.0, 164.0, 160.0, 150.0]"
dim_balanced,regular_polygons,3,2,16,1,6,149.200000,"[230.0, 265.0, 27.0, 112.0, 112.0]"
dim_balanced,regular_polygons,3,2,17,6,6,471.400000,"[403.0, 361.0, 829.0, 403.0, 361.0]"
dim_balanced,regular_polygons,3,2,18,4,6,298.600000,"[262.0, 271.0, 271.0, 262.0, 427.0]"
dim_balanced,regular_polygons,3,2,19,6,6,443.600000,"[546.0, 270.0, 294.0, 554.0, 554.0]"
dim_balanced,regular_polygons,3,2,20,2,6,125.600000,"[140.0, 140.0, 79.0, 190.0, 79.0]"
dim_balanced,regular_polygons,3,3,0,4,6,286.800000,"[600.0, 327.0, 93.0, 87.0, 327.0]"
dim_balanced,regular_polygons,3,3,1,6,6,327.800000,"[70.0, 9.0, 581.0, 581.0, 398.0]"
dim_balanced,regular_polygons,3,3,2,5,6,375.400000,"[450.0, 420.0, 415.0, 171.0, 421.0]"
dim_balanced,regular_polygons,3,3,3,1,6,735.600000,"[694.0, 762.0, 694.0, 766.0, 762.0]"
dim_balanced,regular_polygons,3,3,4,4,6,359.000000,"[280.0, 402.0, 747.0, 280.0, 86.0]"
dim_balanced,regular_polygons,3,3,5,3,6,240.800000,"[134.0, 411.0, 141.0, 411.0, 107.0]"
dim_balanced,regular_polygons,3,3,6,1,6,615.600000,"[430.0, 760.0, 729.0, 729.0, 430.0]"
dim_balanced,regular_polygons,3,3,7,6,6,309.600000,"[360.0, 285.0, 321.0, 357.0, 225.0]"
dim_balanced,regular_polygons,3,3,8,1,6,875.000000,"[1146.0, 556.0, 31.0, 1321.0, 1321.0]"
dim_balanced,regular_polygons,3,3,9,6,6,175.600000,"[75.0, 146.0, 75.0, 48.0, 534.0]"
dim_balanced,regular_polygons,3,3,10,4,6,86.200000,"[52.0, 109.0, 111.0, 48.0, 111.0]"
dim_balanced,regular_polygons,3,3,11,3,6,388.000000,"[430.0, 392.0, 316.0, 377.0, 425.0]"
dim_balanced,regular_polygons,3,3,12,1,6,448.000000,"[37.0, 655.0, 272.0, 659.0, 617.0]"
dim_balanced,regular_polygons,3,3,13,6,6,383.600000,"[249.0, 466.0, 495.0, 467.0, 241.0]"
dim_balanced,regular_polygons,3,3,14,6,6,641.800000,"[513.0, 767.0, 509.0, 1019.0, 401.0]"
dim_balanced,regular_polygons,3,3,15,1,6,637.000000,"[160.0, 164.0, 1117.0, 872.0, 872.0]"
dim_balanced,regular_polygons,3,3,16,3,6,254.200000,"[265.0, 236.0, 230.0, 270.0, 270.0]"
dim_balanced,regular_polygons,3,3,17,1,6,640.000000,"[37.0, 721.0, 1093.0, 256.0, 1093.0]"
dim_balanced,regular_polygons,3,3,18,1,6,597.800000,"[91.0, 304.0, 900.0, 810.0, 884.0]"
dim_balanced,regular_polygons,3,3,19,4,6,602.400000,"[997.0, 967.0, 210.0, 533.0, 305.0]"
dim_balanced,regular_polygons,3,3,20,5,6,175.600000,"[239.0, 239.0, 134.0, 128.0, 138.0]"
dim_balanced,regular_polygons,3,4,0,3,6,466.200000,"[576.0, 941.0, 578.0, 117.0, 119.0]"
dim_balanced,regular_polygons,3,4,1,1,6,605.400000,"[944.0, 731.0, 429.0, 731.0, 192.0]"
dim_balanced,regular_polygons,3,4,2,1,6,629.800000,"[1169.0, 284.0, 739.0, 337.0, 620.0]"
dim_balanced,regular_polygons,3,4,3,6,6,870.000000,"[962.0, 708.0, 795.0, 957.0, 928.0]"
dim_balanced,regular_polygons,3,4,4,3,6,857.600000,"[391.0, 983.0, 985.0, 395.0, 1534.0]"
dim_balanced,regular_polygons,3,4,5,6,6,141.000000,"[243.0, 127.0, 83.0, 181.0, 71.0]"
dim_balanced,regular_polygons,3,4,6,5,6,668.400000,"[592.0, 695.0, 716.0, 717.0, 622.0]"
dim_balanced,regular_polygons,3,4,7,1,6,396.200000,"[281.0, 536.0, 277.0, 612.0, 275.0]"
dim_balanced,regular_polygons,3,4,8,2,6,830.200000,"[1033.0, 1193.0, 391.0, 946.0, 588.0]"
dim_balanced,regular_polygons,3,4,9,2,6,542.600000,"[90.0, 1197.0, 558.0, 722.0, 146.0]"
dim_balanced,regular_polygons,3,4,10,5,6,123.400000,"[133.0, 103.0, 120.0, 137.0, 124.0]"
dim_balanced,regular_polygons,3,4,11,6,6,557.000000,"[538.0, 706.0, 473.0, 408.0, 660.0]"
dim_balanced,regular_polygons,3,4,12,2,6,703.000000,"[1027.0, 803.0, 37.0, 827.0, 821.0]"
dim_balanced,regular_polygons,3,4,13,6,6,553.600000,"[534.0, 538.0, 638.0, 634.0, 424.0]"
dim_balanced,regular_polygons,3,4,14,3,6,405.800000,"[391.0, 360.0, 357.0, 353.0, 568.0]"
dim_balanced,regular_polygons,3,4,15,4,6,805.800000,"[1407.0, 1178.0, 259.0, 142.0, 1043.0]"
dim_balanced,regular_polygons,3,4,16,4,6,185.400000,"[29.0, 290.0, 189.0, 189.0, 230.0]"
dim_balanced,regular_polygons,3,4,17,6,6,812.600000,"[1432.0, 403.0, 756.0, 1432.0, 40.0]"
dim_balanced,regular_polygons,3,4,18,5,6,638.400000,"[436.0, 885.0, 727.0, 723.0, 421.0]"
dim_balanced,regular_polygons,3,4,19,4,6,244.000000,"[179.0, 209.0, 180.0, 177.0, 475.0]"
dim_balanced,regular_polygons,3,4,20,2,6,141.600000,"[161.0, 140.0, 94.0, 170.0, 143.0]"
dim_balanced,regular_polygons,3,5,0,2,6,108.800000,"[116.0, 109.0, 93.0, 78.0, 148.0]"
dim_balanced,regular_polygons,3,5,1,4,6,241.400000,"[92.0, 131.0, 324.0, 92.0, 568.0]"
dim_balanced,regular_polygons,3,5,2,3,6,369.800000,"[453.0, 411.0, 212.0, 389.0, 384.0]"
dim_balanced,regular_polygons,3,5,3,1,6,801.600000,"[820.0, 868.0, 864.0, 694.0, 762.0]"
dim_balanced,regular_polygons,3,5,4,6,6,189.800000,"[391.0, 121.0, 162.0, 152.0, 123.0]"
dim_balanced,regular_polygons,3,5,5,1,6,200.800000,"[315.0, 152.0, 267.0, 136.0, 134.0]"
dim_balanced,regular_polygons,3,5,6,2,6,433.200000,"[472.0, 532.0, 532.0, 299.0, 331.0]"
dim_balanced,regular_polygons,3,5,7,3,6,364.800000,"[358.0, 441.0, 322.0, 319.0, 384.0]"
dim_balanced,regular_polygons,3,5,8,4,6,809.600000,"[901.0, 471.0, 1100.0, 381.0, 1195.0]"
dim_balanced,regular_polygons,3,5,9,5,6,534.800000,"[18.0, 487.0, 176.0, 1837.0, 156.0]"
dim_balanced,regular_polygons,3,5,10,5,6,366.400000,"[320.0, 16.0, 103.0, 574.0, 819.0]"
dim_balanced,regular_polygons,3,5,11,6,6,670.400000,"[699.0, 712.0, 690.0, 612.0, 639.0]"
dim_balanced,regular_polygons,3,5,12,1,6,588.600000,"[503.0, 380.0, 933.0, 933.0, 194.0]"
dim_balanced,regular_polygons,3,5,13,5,6,850.600000,"[697.0, 871.0, 811.0, 1007.0, 867.0]"
dim_balanced,regular_polygons,3,5,14,4,6,604.600000,"[401.0, 798.0, 798.0, 513.0, 513.0]"
dim_balanced,regular_polygons,3,5,15,4,6,515.000000,"[1194.0, 192.0, 97.0, 930.0, 162.0]"
dim_balanced,regular_polygons,3,5,16,6,6,204.000000,"[199.0, 230.0, 270.0, 199.0, 122.0]"
dim_balanced,regular_polygons,3,5,17,4,6,400.800000,"[469.0, 440.0, 430.0, 275.0, 390.0]"
dim_balanced,regular_polygons,3,5,18,3,6,467.800000,"[485.0, 524.0, 766.0, 533.0, 31.0]"
dim_balanced,regular_polygons,3,5,19,2,6,386.000000,"[280.0, 382.0, 451.0, 425.0, 392.0]"
dim_balanced,totems,3,0,0,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,1,2,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,0,2,2,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,3,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,4,5,6,15.000000,"[15.0, 15.0, 15.0, 15.0, 15.0]"
dim_balanced,totems,3,0,5,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,6,1,6,15.000000,"[15.0, 15.0, 15.0, 15.0, 15.0]"
dim_balanced,totems,3,0,7,2,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,0,8,5,6,15.000000,"[15.0, 15.0, 15.0, 15.0, 15.0]"
dim_balanced,totems,3,0,9,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,10,2,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,0,11,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,12,1,6,15.000000,"[15.0, 15.0, 15.0, 15.0, 15.0]"
dim_balanced,totems,3,0,13,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,14,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,15,2,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,0,16,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,17,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,0,18,1,6,15.000000,"[15.0, 15.0, 15.0, 15.0, 15.0]"
dim_balanced,totems,3,0,19,3,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,0,20,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
dim_balanced,totems,3,1,0,6,6,4.400000,"[6.0, 6.0, 6.0, 2.0, 2.0]"
dim_balanced,totems,3,1,1,2,6,16.200000,"[15.0, 15.0, 17.0, 17.0, 17.0]"
dim_balanced,totems,3,1,2,4,6,11.000000,"[2.0, 17.0, 17.0, 2.0, 17.0]"
dim_balanced,totems,3,1,3,3,6,4.400000,"[6.0, 6.0, 6.0, 2.0, 2.0]"
dim_balanced,totems,3,1,4,3,6,16.200000,"[17.0, 17.0, 15.0, 17.0, 15.0]"
dim_balanced,totems,3,1,5,1,6,3.200000,"[4.0, 2.0, 4.0, 2.0, 4.0]"
dim_balanced,totems,3,1,6,1,6,16.200000,"[15.0, 17.0, 15.0, 17.0, 17.0]"
dim_balanced,totems,3,1,7,4,6,16.200000,"[17.0, 17.0, 15.0, 15.0, 17.0]"
dim_balanced,totems,3,1,8,5,6,24.000000,"[30.0, 15.0, 30.0, 30.0, 15.0]"
dim_balanced,totems,3,1,9,6,6,3.200000,"[4.0, 2.0, 2.0, 4.0, 4.0]"
dim_balanced,totems,3,1,10,1,6,5.200000,"[6.0, 6.0, 4.0, 6.0, 4.0]"
dim_balanced,totems,3,1,11,3,6,11.000000,"[17.0, 2.0, 2.0, 17.0, 17.0]"
dim_balanced,totems,3,1,12,3,6,16.200000,"[15.0, 17.0, 15.0, 17.0, 17.0]"
dim_balanced,totems,3,1,13,2,6,3.200000,"[2.0, 2.0, 4.0, 4.0, 4.0]"
dim_balanced,totems,3,1,14,5,6,3.200000,"[2.0, 4.0, 4.0, 4.0, 2.0]"
dim_balanced,totems,3,1,15,3,6,16.200000,"[17.0, 17.0, 15.0, 17.0, 15.0]"
dim_balanced,totems,3,1,16,5,6,3.200000,"[2.0, 4.0, 4.0, 4.0, 2.0]"
dim_balanced,totems,3,1,17,5,6,11.000000,"[2.0, 17.0, 17.0, 2.0, 17.0]"
dim_balanced,totems,3,1,18,3,6,15.600000,"[15.0, 16.0, 16.0, 16.0, 15.0]"
dim_balanced,totems,3,1,19,6,6,24.000000,"[30.0, 30.0, 30.0, 15.0, 15.0]"
dim_balanced,totems,3,1,20,3,6,11.000000,"[2.0, 17.0, 17.0, 2.0, 17.0]"
dim_balanced,totems,3,2,0,2,6,12.200000,"[17.0, 2.0, 19.0, 19.0, 4.0]"
dim_balanced,totems,3,2,1,3,6,14.200000,"[6.0, 6.0, 21.0, 19.0, 19.0]"
dim_balanced,totems,3,2,2,4,6,5.600000,"[8.0, 2.0, 8.0, 4.0, 6.0]"
dim_balanced,totems,3,2,3,4,6,20.000000,"[17.0, 32.0, 32.0, 17.0, 2.0]"
dim_balanced,totems,3,2,4,4,6,25.200000,"[32.0, 32.0, 30.0, 17.0, 15.0]"
dim_balanced,totems,3,2,5,2,6,12.200000,"[17.0, 19.0, 4.0, 2.0, 19.0]"
dim_balanced,totems,3,2,6,2,6,14.000000,"[19.0, 19.0, 20.0, 6.0, 6.0]"
dim_balanced,totems,3,2,7,5,6,17.400000,"[17.0, 17.0, 17.0, 19.0, 17.0]"
dim_balanced,totems,3,2,8,6,6,33.000000,"[30.0, 30.0, 30.0, 45.0, 30.0]"
dim_balanced,totems,3,2,9,1,6,12.200000,"[17.0, 19.0, 19.0, 4.0, 2.0]"
dim_balanced,totems,3,2,10,6,6,18.600000,"[19.0, 21.0, 17.0, 19.0, 17.0]"
dim_balanced,totems,3,2,11,2,6,20.000000,"[2.0, 17.0, 32.0, 17.0, 32.0]"
dim_balanced,totems,3,2,12,3,6,7.600000,"[10.0, 6.0, 6.0, 8.0, 8.0]"
dim_balanced,totems,3,2,13,1,6,12.200000,"[4.0, 17.0, 17.0, 19.0, 4.0]"
dim_balanced,totems,3,2,14,2,6,5.600000,"[6.0, 2.0, 8.0, 8.0, 4.0]"
dim_balanced,totems,3,2,15,6,6,17.400000,"[19.0, 17.0, 17.0, 15.0, 19.0]"
dim_balanced,totems,3,2,16,1,6,13.400000,"[21.0, 2.0, 6.0, 21.0, 17.0]"
dim_balanced,totems,3,2,17,6,6,5.600000,"[8.0, 4.0, 4.0, 6.0, 6.0]"
dim_balanced,totems,3,2,18,6,6,26.400000,"[15.0, 30.0, 19.0, 34.0, 34.0]"
dim_balanced,totems,3,2,19,2,6,6.400000,"[4.0, 8.0, 8.0, 8.0, 4.0]"
dim_balanced,totems,3,2,20,2,6,12.200000,"[4.0, 17.0, 4.0, 19.0, 17.0]"
dim_balanced,totems,3,3,0,6,6,13.400000,"[19.0, 2.0, 21.0, 21.0, 4.0]"
dim_balanced,totems,3,3,1,3,6,15.000000,"[21.0, 6.0, 22.0, 4.0, 22.0]"
dim_balanced,totems,3,3,2,1,6,6.800000,"[6.0, 10.0, 4.0, 4.0, 10.0]"
dim_balanced,totems,3,3,3,1,6,6.800000,"[8.0, 8.0, 8.0, 6.0, 4.0]"
dim_balanced,totems,3,3,4,5,6,19.800000,"[19.0, 19.0, 21.0, 21.0, 19.0]"
dim_balanced,totems,3,3,5,5,6,20.600000,"[4.0, 2.0, 33.0, 31.0, 33.0]"
dim_balanced,totems,3,3,6,2,6,19.800000,"[19.0, 23.0, 23.0, 19.0, 15.0]"
dim_balanced,totems,3,3,7,5,6,15.400000,"[6.0, 21.0, 21.0, 21.0, 8.0]"
dim_balanced,totems,3,3,8,2,6,19.200000,"[19.0, 18.0, 16.0, 21.0, 22.0]"
dim_balanced,totems,3,3,9,6,6,20.600000,"[31.0, 18.0, 4.0, 19.0, 31.0]"
dim_balanced,totems,3,3,10,1,6,25.800000,"[17.0, 17.0, 31.0, 31.0, 33.0]"
dim_balanced,totems,3,3,11,6,6,20.600000,"[31.0, 4.0, 31.0, 4.0, 33.0]"
dim_balanced,totems,3,3,12,6,6,19.800000,"[17.0, 21.0, 17.0, 21.0, 23.0]"
dim_balanced,totems,3,3,13,6,6,8.000000,"[12.0, 4.0, 8.0, 10.0, 6.0]"
dim_balanced,totems,3,3,14,4,6,13.200000,"[17.0, 20.0, 6.0, 19.0, 4.0]"
dim_balanced,totems,3,3,15,6,6,33.600000,"[45.0, 46.0, 30.0, 16.0, 31.0]"
dim_balanced,totems,3,3,16,1,6,14.600000,"[23.0, 19.0, 17.0, 6.0, 8.0]"
dim_balanced,totems,3,3,17,5,6,21.800000,"[20.0, 20.0, 21.0, 31.0, 17.0]"
dim_balanced,totems,3,3,18,2,6,18.000000,"[18.0, 16.0, 20.0, 19.0, 17.0]"
dim_balanced,totems,3,3,19,2,6,15.400000,"[23.0, 6.0, 4.0, 21.0, 23.0]"
dim_balanced,totems,3,3,20,1,6,20.200000,"[18.0, 18.0, 17.0, 32.0, 16.0]"
dim_balanced,totems,3,4,0,1,6,15.400000,"[8.0, 2.0, 24.0, 24.0, 19.0]"
dim_balanced,totems,3,4,1,1,6,34.800000,"[45.0, 47.0, 46.0, 17.0, 19.0]"
dim_balanced,totems,3,4,2,1,6,23.400000,"[4.0, 21.0, 37.0, 23.0, 32.0]"
dim_balanced,totems,3,4,3,5,6,17.000000,"[19.0, 19.0, 27.0, 10.0, 10.0]"
dim_balanced,totems,3,4,4,6,6,34.800000,"[33.0, 17.0, 46.0, 48.0, 30.0]"
dim_balanced,totems,3,4,5,6,6,15.800000,"[19.0, 23.0, 25.0, 8.0, 4.0]"
dim_balanced,totems,3,4,6,5,6,34.800000,"[18.0, 45.0, 32.0, 31.0, 48.0]"
dim_balanced,totems,3,4,7,1,6,24.400000,"[23.0, 21.0, 19.0, 36.0, 23.0]"
dim_balanced,totems,3,4,8,6,6,20.400000,"[24.0, 20.0, 17.0, 21.0, 20.0]"
dim_balanced,totems,3,4,9,5,6,23.600000,"[23.0, 17.0, 19.0, 21.0, 38.0]"
dim_balanced,totems,3,4,10,2,6,16.600000,"[8.0, 21.0, 10.0, 23.0, 21.0]"
dim_balanced,totems,3,4,11,6,6,22.000000,"[20.0, 33.0, 19.0, 19.0, 19.0]"
dim_balanced,totems,3,4,12,2,6,28.600000,"[33.0, 36.0, 21.0, 17.0, 36.0]"
dim_balanced,totems,3,4,13,3,6,22.400000,"[19.0, 36.0, 4.0, 34.0, 19.0]"
dim_balanced,totems,3,4,14,2,6,23.200000,"[37.0, 17.0, 2.0, 23.0, 37.0]"
dim_balanced,totems,3,4,15,5,6,24.000000,"[23.0, 6.0, 35.0, 37.0, 19.0]"
dim_balanced,totems,3,4,16,2,6,15.200000,"[20.0, 8.0, 6.0, 24.0, 18.0]"
dim_balanced,totems,3,4,17,2,6,15.200000,"[18.0, 8.0, 24.0, 8.0, 18.0]"
dim_balanced,totems,3,4,18,4,6,28.000000,"[30.0, 17.0, 36.0, 22.0, 35.0]"
dim_balanced,totems,3,4,19,3,6,26.400000,"[15.0, 16.0, 34.0, 34.0, 33.0]"
dim_balanced,totems,3,4,20,1,6,15.800000,"[6.0, 21.0, 19.0, 25.0, 8.0]"
dim_balanced,totems,3,5,0,2,6,17.600000,"[26.0, 8.0, 12.0, 18.0, 24.0]"
dim_balanced,totems,3,5,1,3,6,35.800000,"[31.0, 48.0, 49.0, 34.0, 17.0]"
dim_balanced,totems,3,5,2,3,6,11.600000,"[12.0, 14.0, 12.0, 8.0, 12.0]"
dim_balanced,totems,3,5,3,3,6,18.200000,"[19.0, 14.0, 8.0, 27.0, 23.0]"
dim_balanced,totems,3,5,4,6,6,35.200000,"[31.0, 48.0, 33.0, 46.0, 18.0]"
dim_balanced,totems,3,5,5,3,6,31.000000,"[35.0, 4.0, 34.0, 32.0, 50.0]"
dim_balanced,totems,3,5,6,2,6,18.600000,"[12.0, 10.0, 22.0, 25.0, 24.0]"
dim_balanced,totems,3,5,7,6,6,25.200000,"[23.0, 37.0, 21.0, 22.0, 23.0]"
dim_balanced,totems,3,5,8,1,6,35.200000,"[32.0, 34.0, 33.0, 46.0, 31.0]"
dim_balanced,totems,3,5,9,6,6,30.600000,"[34.0, 35.0, 17.0, 19.0, 48.0]"
dim_balanced,totems,3,5,10,3,6,35.200000,"[32.0, 48.0, 30.0, 20.0, 46.0]"
dim_balanced,totems,3,5,11,6,6,30.200000,"[33.0, 20.0, 33.0, 33.0, 32.0]"
dim_balanced,totems,3,5,12,4,6,35.800000,"[35.0, 31.0, 32.0, 35.0, 46.0]"
dim_balanced,totems,3,5,13,6,6,30.400000,"[2.0, 35.0, 20.0, 48.0, 47.0]"
dim_balanced,totems,3,5,14,4,6,24.200000,"[8.0, 33.0, 39.0, 23.0, 18.0]"
dim_balanced,totems,3,5,15,3,6,36.000000,"[17.0, 30.0, 48.0, 50.0, 35.0]"
dim_balanced,totems,3,5,16,5,6,18.200000,"[23.0, 10.0, 27.0, 27.0, 4.0]"
dim_balanced,totems,3,5,17,4,6,24.000000,"[18.0, 24.0, 33.0, 23.0, 22.0]"
dim_balanced,totems,3,5,18,5,6,22.800000,"[22.0, 26.0, 21.0, 23.0, 22.0]"
dim_balanced,totems,3,5,19,4,6,25.000000,"[22.0, 37.0, 23.0, 22.0, 21.0]"
var_balanced,glyphs,3,0,0,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,1,2,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,2,2,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,3,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,4,5,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,5,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,6,1,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,7,2,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,8,5,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,9,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,10,2,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,11,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,12,1,6,29.000000,"[29.0, 29.0, 29.0, 29.0, 29.0]"
var_balanced,glyphs,3,0,13,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,14,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,15,2,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,16,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,17,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,18,1,6,29.000000,"[29.0, 29.0, 29.0, 29.0, 29.0]"
var_balanced,glyphs,3,0,19,3,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,20,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,21,5,6,29.000000,"[29.0, 29.0, 29.0, 29.0, 29.0]"
var_balanced,glyphs,3,0,22,4,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,23,5,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,24,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,25,5,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,26,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,27,1,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,28,3,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,29,2,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,30,4,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,31,4,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,32,2,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,33,3,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,34,6,6,14.000000,"[14.0, 14.0, 14.0, 14.0, 14.0]"
var_balanced,glyphs,3,0,35,6,6,37.000000,"[37.0, 37.0, 37.0, 37.0, 37.0]"
var_balanced,glyphs,3,0,36,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,37,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,38,2,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,39,4,6,29.000000,"[29.0, 29.0, 29.0, 29.0, 29.0]"
var_balanced,glyphs,3,0,40,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,0,41,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,glyphs,3,1,0,6,6,24.200000,"[39.0, 39.0, 39.0, 2.0, 2.0]"
var_balanced,glyphs,3,1,1,2,6,15.200000,"[14.0, 14.0, 16.0, 16.0, 16.0]"
var_balanced,glyphs,3,1,2,4,6,10.400000,"[2.0, 16.0, 16.0, 2.0, 16.0]"
var_balanced,glyphs,3,1,3,3,6,24.200000,"[39.0, 39.0, 39.0, 2.0, 2.0]"
var_balanced,glyphs,3,1,4,3,6,15.200000,"[16.0, 16.0, 14.0, 16.0, 14.0]"
var_balanced,glyphs,3,1,5,1,6,3.200000,"[4.0, 2.0, 4.0, 2.0, 4.0]"
var_balanced,glyphs,3,1,6,1,6,15.200000,"[14.0, 16.0, 14.0, 16.0, 16.0]"
var_balanced,glyphs,3,1,7,4,6,30.200000,"[31.0, 31.0, 29.0, 29.0, 31.0]"
var_balanced,glyphs,3,1,8,5,6,22.400000,"[28.0, 14.0, 28.0, 28.0, 14.0]"
var_balanced,glyphs,3,1,9,6,6,3.200000,"[4.0, 2.0, 2.0, 4.0, 4.0]"
var_balanced,glyphs,3,1,10,1,6,38.200000,"[39.0, 39.0, 37.0, 39.0, 37.0]"
var_balanced,glyphs,3,1,11,3,6,19.400000,"[31.0, 2.0, 2.0, 31.0, 31.0]"
var_balanced,glyphs,3,1,12,3,6,30.200000,"[29.0, 31.0, 29.0, 31.0, 31.0]"
var_balanced,glyphs,3,1,13,2,6,3.200000,"[2.0, 2.0, 4.0, 4.0, 4.0]"
var_balanced,glyphs,3,1,14,5,6,3.200000,"[2.0, 4.0, 4.0, 4.0, 2.0]"
var_balanced,glyphs,3,1,15,3,6,15.200000,"[16.0, 16.0, 14.0, 16.0, 14.0]"
