program_string,emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color,render_filepath
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 1 0 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 0 1 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),h_line,blue,two_dots,green,s_curve,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/230.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 1 0 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 1 0 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,green,two_dots,red,balanced_data/var_balanced/glyphs/dim3/var4/images/231.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 1 0 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 1 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,green,two_dots,green,balanced_data/var_balanced/glyphs/dim3/var4/images/232.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 1 0 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 0 1 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,green,two_dots,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/233.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 1 0 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),h_line,blue,two_dots,blue,h_line,red,balanced_data/var_balanced/glyphs/dim3/var4/images/234.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 1 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),h_line,blue,two_dots,blue,h_line,green,balanced_data/var_balanced/glyphs/dim3/var4/images/235.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 0 1 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),h_line,blue,two_dots,blue,h_line,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/236.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 1 0 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),h_line,blue,two_dots,blue,s_curve,red,balanced_data/var_balanced/glyphs/dim3/var4/images/237.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 1 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),h_line,blue,two_dots,blue,s_curve,green,balanced_data/var_balanced/glyphs/dim3/var4/images/238.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 0 1 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),h_line,blue,two_dots,blue,s_curve,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/239.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 1 0 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,blue,two_dots,red,balanced_data/var_balanced/glyphs/dim3/var4/images/240.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 1 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,blue,two_dots,green,balanced_data/var_balanced/glyphs/dim3/var4/images/241.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 0 0 1 (C (lift -1.5 -2.0 0) (curve 0 3.0 0))) (color 0 0 1 (C (lift -0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 0.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0)))) (color 0 0 1 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),h_line,blue,two_dots,blue,two_dots,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/242.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,red,h_line,red,balanced_data/var_balanced/glyphs/dim3/var4/images/243.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,red,h_line,green,balanced_data/var_balanced/glyphs/dim3/var4/images/244.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,red,h_line,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/245.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,red,s_curve,red,balanced_data/var_balanced/glyphs/dim3/var4/images/246.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,red,s_curve,green,balanced_data/var_balanced/glyphs/dim3/var4/images/247.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,red,s_curve,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/248.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,red,two_dots,red,balanced_data/var_balanced/glyphs/dim3/var4/images/249.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,red,two_dots,green,balanced_data/var_balanced/glyphs/dim3/var4/images/250.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,red,two_dots,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/251.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,green,h_line,red,balanced_data/var_balanced/glyphs/dim3/var4/images/252.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,green,h_line,green,balanced_data/var_balanced/glyphs/dim3/var4/images/253.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,green,h_line,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/254.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,green,s_curve,red,balanced_data/var_balanced/glyphs/dim3/var4/images/255.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,green,s_curve,green,balanced_data/var_balanced/glyphs/dim3/var4/images/256.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,green,s_curve,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/257.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,green,two_dots,red,balanced_data/var_balanced/glyphs/dim3/var4/images/258.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,green,two_dots,green,balanced_data/var_balanced/glyphs/dim3/var4/images/259.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 1 0 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,green,two_dots,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/260.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,blue,h_line,red,balanced_data/var_balanced/glyphs/dim3/var4/images/261.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,blue,h_line,green,balanced_data/var_balanced/glyphs/dim3/var4/images/262.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,h_line,blue,h_line,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/263.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,blue,s_curve,red,balanced_data/var_balanced/glyphs/dim3/var4/images/264.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,blue,s_curve,green,balanced_data/var_balanced/glyphs/dim3/var4/images/265.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -1.5 2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))))),s_curve,red,h_line,blue,s_curve,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/266.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 1 0 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,blue,two_dots,red,balanced_data/var_balanced/glyphs/dim3/var4/images/267.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 1 0 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,blue,two_dots,green,balanced_data/var_balanced/glyphs/dim3/var4/images/268.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 0 0 1 (C (lift -1.5 0.0 0) (curve 0 3.0 0)))) (color 0 0 1 (C (lift -0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0) (lift 0.5 2.0 (/ pi 2)) (curve pi 0.314 1.0) (curve pi 0.314 1.0))))),s_curve,red,h_line,blue,two_dots,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/269.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5)))) (color 1 0 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,s_curve,red,h_line,red,balanced_data/var_balanced/glyphs/dim3/var4/images/270.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5)))) (color 0 1 0 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,s_curve,red,h_line,green,balanced_data/var_balanced/glyphs/dim3/var4/images/271.png
(C (C (lift -1 -2.0 (/ pi 2)) (curve 0 4.0 0) (lift 1 -2.0 (/ pi 2)) (curve 0 4.0 0)) (C (C (color 1 0 0 (C (lift -1.5 -2.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5))) (color 1 0 0 (C (lift -1.5 0.0 (/ pi 7.25)) (curve -0.8 1.5 0.5) (curve 0.8 1.5 0.5)))) (color 0 0 1 (C (lift -1.5 2.0 0) (curve 0 3.0 0))))),s_curve,red,s_curve,red,h_line,blue,balanced_data/var_balanced/glyphs/dim3/var4/images/272.png
